id,"fluor_name","note","ex_spectra",ex_max,"em_spectra",em_max
1,"Alexa405",NULL,"[[300.0, 0.3359994], [301.0, 0.2820723], [302.0, 0.239604], [303.0, 0.2020673], [304.0, 0.1732977], [305.0, 0.1518845], [306.0, 0.1353524], [307.0, 0.1212187], [308.0, 0.110815], [309.0, 0.1031702], [310.0, 0.09610694], [311.0, 0.09098556], [312.0, 0.08622707], [313.0, 0.08365558], [314.0, 0.08077405], [315.0, 0.07644815], [316.0, 0.07611169], [317.0, 0.07534265], [318.0, 0.07356422], [319.0, 0.07348972], [320.0, 0.07606123], [321.0, 0.07577524], [322.0, 0.07801028], [323.0, 0.07990887], [324.0, 0.08293699], [325.0, 0.08930568], [326.0, 0.09209347], [327.0, 0.09730858], [328.0, 0.1043742], [329.0, 0.1105987], [330.0, 0.1185295], [331.0, 0.1264819], [332.0, 0.1348934], [333.0, 0.1422234], [334.0, 0.1520552], [335.0, 0.1580633], [336.0, 0.1672439], [337.0, 0.1765926], [338.0, 0.1862994], [339.0, 0.1968282], [340.0, 0.2093973], [341.0, 0.2244153], [342.0, 0.2406855], [343.0, 0.2604164], [344.0, 0.2807265], [345.0, 0.3019474], [346.0, 0.3242498], [347.0, 0.3433053], [348.0, 0.3604406], [349.0, 0.376545], [350.0, 0.3903879], [351.0, 0.4030267], [352.0, 0.4165571], [353.0, 0.4273718], [354.0, 0.4392681], [355.0, 0.4512363], [356.0, 0.4630629], [357.0, 0.4776267], [358.0, 0.4938969], [359.0, 0.5153822], [360.0, 0.5410732], [361.0, 0.5714746], [362.0, 0.6029551], [363.0, 0.6333324], [364.0, 0.6600809], [365.0, 0.6792831], [366.0, 0.6927174], [367.0, 0.7036307], [368.0, 0.7116071], [369.0, 0.7194442], [370.0, 0.7254259], [371.0, 0.7317465], [372.0, 0.7359763], [373.0, 0.7403767], [374.0, 0.7433063], [375.0, 0.7473198], [376.0, 0.7495091], [377.0, 0.7539312], [378.0, 0.754818], [379.0, 0.7548925], [380.0, 0.7492664], [381.0, 0.7345584], [382.0, 0.715599], [383.0, 0.6912298], [384.0, 0.6585212], [385.0, 0.6267739], [386.0, 0.5976438], [387.0, 0.5723614], [388.0, 0.5550578], [389.0, 0.5455168], [390.0, 0.5470333], [391.0, 0.5596024], [392.0, 0.5845484], [393.0, 0.6204053], [394.0, 0.6671465], [395.0, 0.7221575], [396.0, 0.7830805], [397.0, 0.8446548], [398.0, 0.9029078], [399.0, 0.9518168], [400.0, 0.986013], [401.0, 1.0], [402.0, 0.994595], [403.0, 0.9675078], [404.0, 0.9213649], [405.0, 0.860562], [406.0, 0.7888724], [407.0, 0.7103333], [408.0, 0.6289369], [409.0, 0.5484752], [410.0, 0.4716906], [411.0, 0.3983163], [412.0, 0.3343892], [413.0, 0.2765207], [414.0, 0.2268931], [415.0, 0.1839923], [416.0, 0.1493635], [417.0, 0.1188876], [418.0, 0.09543402], [419.0, 0.07483555], [420.0, 0.05940894], [421.0, 0.04664515], [422.0, 0.03631347], [423.0, 0.02924785], [424.0, 0.02189142], [425.0, 0.01730117], [426.0, 0.01381883], [427.0, 0.01064651], [428.0, 0.008387427], [429.0, 0.006798862], [430.0, 0.005645291], [431.0, 0.004395588], [432.0, 0.002883929], [433.0, 0.002713296], [434.0, 0.00230474], [435.0, 0.001826489], [436.0, 0.001223266], [437.0, 0.001319398], [438.0, 0.000574], [439.0, 0.000673], [440.0, 0.000745015], [441.0, 0.001367463], [442.0, 0.000745015], [443.0, 0.000238], [444.0, 0.000286], [445.0, 0.000457], [446.0, 0.000646], [447.0, 0.000553], [448.0, -0.000216], [449.0, 0.000168], [450.0, 0.000142]]",401,"[[391.0, 0.000143816], [392.0, 0.001574835], [393.0, 0.003992221], [394.0, 0.008240009], [395.0, 0.01316964], [396.0, 0.02089908], [397.0, 0.03013896], [398.0, 0.04468233], [399.0, 0.06211431], [400.0, 0.08566997], [401.0, 0.1150465], [402.0, 0.1488747], [403.0, 0.1914552], [404.0, 0.2404535], [405.0, 0.2892631], [406.0, 0.3509186], [407.0, 0.4106155], [408.0, 0.4753429], [409.0, 0.5426897], [410.0, 0.6037439], [411.0, 0.6709481], [412.0, 0.7314579], [413.0, 0.7838701], [414.0, 0.833784], [415.0, 0.8740558], [416.0, 0.9141299], [417.0, 0.9399027], [418.0, 0.9629733], [419.0, 0.980377], [420.0, 0.9929636], [421.0, 0.9970953], [422.0, 1.0], [423.0, 0.9933102], [424.0, 0.9887952], [425.0, 0.9850332], [426.0, 0.9777499], [427.0, 0.9682858], [428.0, 0.9633123], [429.0, 0.9541227], [430.0, 0.9467367], [431.0, 0.9382433], [432.0, 0.937133], [433.0, 0.9321149], [434.0, 0.9240725], [435.0, 0.918007], [436.0, 0.9091716], [437.0, 0.9005756], [438.0, 0.8917863], [439.0, 0.8825906], [440.0, 0.8699242], [441.0, 0.8563408], [442.0, 0.8477477], [443.0, 0.8270222], [444.0, 0.8124511], [445.0, 0.7943555], [446.0, 0.7746437], [447.0, 0.7555775], [448.0, 0.7355757], [449.0, 0.7142152], [450.0, 0.6961626], [451.0, 0.6730139], [452.0, 0.6496995], [453.0, 0.6301885], [454.0, 0.6056334], [455.0, 0.5864567], [456.0, 0.5660654], [457.0, 0.5474118], [458.0, 0.530853], [459.0, 0.5118727], [460.0, 0.4932497], [461.0, 0.4781939], [462.0, 0.4590418], [463.0, 0.4412562], [464.0, 0.4267786], [465.0, 0.4126139], [466.0, 0.3987467], [467.0, 0.3860819], [468.0, 0.3736594], [469.0, 0.3584825], [470.0, 0.3456429], [471.0, 0.3347417], [472.0, 0.3232272], [473.0, 0.3102571], [474.0, 0.2975402], [475.0, 0.2862756], [476.0, 0.2745095], [477.0, 0.2640209], [478.0, 0.2515141], [479.0, 0.2435391], [480.0, 0.2326518], [481.0, 0.2237245], [482.0, 0.2137589], [483.0, 0.2051659], [484.0, 0.1950883], [485.0, 0.1879646], [486.0, 0.1783671], [487.0, 0.1711758], [488.0, 0.1628819], [489.0, 0.1558394], [490.0, 0.1483091], [491.0, 0.1414724], [492.0, 0.1350078], [493.0, 0.1287291], [494.0, 0.1231538], [495.0, 0.1180838], [496.0, 0.1129352], [497.0, 0.1088965], [498.0, 0.1025577], [499.0, 0.09766765], [500.0, 0.09317883], [501.0, 0.08858357], [502.0, 0.08454764], [503.0, 0.07870417], [504.0, 0.0747371], [505.0, 0.07029429], [506.0, 0.0673086], [507.0, 0.06361759], [508.0, 0.05949286], [509.0, 0.05668552], [510.0, 0.05327409], [511.0, 0.05177925], [512.0, 0.04924138], [513.0, 0.0453967], [514.0, 0.0440724], [515.0, 0.04093902], [516.0, 0.03984108], [517.0, 0.03769368], [518.0, 0.03449788], [519.0, 0.03335593], [520.0, 0.03143167], [521.0, 0.029491], [522.0, 0.02780599], [523.0, 0.02503623], [524.0, 0.02465113], [525.0, 0.02210192], [526.0, 0.02142512], [527.0, 0.01991954], [528.0, 0.01785189], [529.0, 0.01713905], [530.0, 0.0155867], [531.0, 0.01457211], [532.0, 0.01382786], [533.0, 0.01164981], [534.0, 0.01201809], [535.0, 0.01008502], [536.0, 0.009577804], [537.0, 0.008185595], [538.0, 0.006479695], [539.0, 0.00712114], [540.0, 0.00597933], [541.0, 0.005722782], [542.0, 0.005462953], [543.0, 0.002751966], [544.0, 0.003697732], [545.0, 0.001863129], [546.0, 0.002504037], [547.0, 0.001577457], [548.0, 0.000636116]]",422
2,"Alexa488",NULL,"[[300.0, 0.3719916], [301.0, 0.3514017], [302.0, 0.3364416], [303.0, 0.3229578], [304.0, 0.3089032], [305.0, 0.2992952], [306.0, 0.2911282], [307.0, 0.2816797], [308.0, 0.2783904], [309.0, 0.2749673], [310.0, 0.2728591], [311.0, 0.2725835], [312.0, 0.2742783], [313.0, 0.2736878], [314.0, 0.2742783], [315.0, 0.2731957], [316.0, 0.2697293], [317.0, 0.2667983], [318.0, 0.2592395], [319.0, 0.2518972], [320.0, 0.2429999], [321.0, 0.2327837], [322.0, 0.2198491], [323.0, 0.2097707], [324.0, 0.1991628], [325.0, 0.1864073], [326.0, 0.1757383], [327.0, 0.1676658], [328.0, 0.158237], [329.0, 0.1492609], [330.0, 0.1439264], [331.0, 0.13934], [332.0, 0.1363105], [333.0, 0.1340449], [334.0, 0.1335921], [335.0, 0.134163], [336.0, 0.1355999], [337.0, 0.136466], [338.0, 0.1394207], [339.0, 0.1393222], [340.0, 0.1398537], [341.0, 0.1406608], [342.0, 0.1398931], [343.0, 0.1368007], [344.0, 0.1347929], [345.0, 0.1306788], [346.0, 0.1265845], [347.0, 0.1220374], [348.0, 0.1176281], [349.0, 0.112392], [350.0, 0.1085359], [351.0, 0.1024908], [352.0, 0.09810119], [353.0, 0.09343599], [354.0, 0.08841844], [355.0, 0.08349538], [356.0, 0.07983409], [357.0, 0.07528699], [358.0, 0.07192293], [359.0, 0.06883248], [360.0, 0.06582078], [361.0, 0.06333858], [362.0, 0.06113392], [363.0, 0.05908675], [364.0, 0.05729548], [365.0, 0.05517153], [366.0, 0.05338025], [367.0, 0.05168542], [368.0, 0.05074058], [369.0, 0.04936267], [370.0, 0.04806547], [371.0, 0.04761272], [372.0, 0.04599861], [373.0, 0.04436284], [374.0, 0.04395144], [375.0, 0.0428688], [376.0, 0.04196134], [377.0, 0.04068383], [378.0, 0.03962087], [379.0, 0.03879412], [380.0, 0.03849689], [381.0, 0.03682569], [382.0, 0.03649105], [383.0, 0.03607571], [384.0, 0.03426672], [385.0, 0.03436317], [386.0, 0.03326282], [387.0, 0.03296755], [388.0, 0.0326526], [389.0, 0.03119398], [390.0, 0.03083967], [391.0, 0.03046763], [392.0, 0.02942239], [393.0, 0.02889091], [394.0, 0.02826101], [395.0, 0.02810551], [396.0, 0.02741656], [397.0, 0.0273949], [398.0, 0.02670595], [399.0, 0.0264717], [400.0, 0.02597762], [401.0, 0.02583984], [402.0, 0.02570204], [403.0, 0.02572173], [404.0, 0.02542646], [405.0, 0.02540875], [406.0, 0.02519222], [407.0, 0.02536741], [408.0, 0.0255052], [409.0, 0.02574338], [410.0, 0.02643234], [411.0, 0.02688508], [412.0, 0.02716066], [413.0, 0.02743624], [414.0, 0.02786733], [415.0, 0.02893225], [416.0, 0.02946373], [417.0, 0.03044598], [418.0, 0.0313121], [419.0, 0.03200104], [420.0, 0.03322148], [421.0, 0.03391043], [422.0, 0.03591824], [423.0, 0.0374733], [424.0, 0.03881381], [425.0, 0.04050667], [426.0, 0.04212079], [427.0, 0.04365617], [428.0, 0.04623482], [429.0, 0.04871506], [430.0, 0.05078191], [431.0, 0.05338025], [432.0, 0.05611638], [433.0, 0.05900801], [434.0, 0.06190162], [435.0, 0.0650708], [436.0, 0.06808448], [437.0, 0.07138949], [438.0, 0.07471615], [439.0, 0.0781806], [440.0, 0.08266864], [441.0, 0.08692244], [442.0, 0.09068214], [443.0, 0.09560127], [444.0, 0.1005637], [445.0, 0.1052486], [446.0, 0.111213], [447.0, 0.1173722], [448.0, 0.1235354], [449.0, 0.1305233], [450.0, 0.138338], [451.0, 0.1458575], [452.0, 0.1560323], [453.0, 0.1643391], [454.0, 0.174575], [455.0, 0.1847144], [456.0, 0.1960329], [457.0, 0.206759], [458.0, 0.2193786], [459.0, 0.230892], [460.0, 0.243866], [461.0, 0.2566785], [462.0, 0.2697686], [463.0, 0.2828588], [464.0, 0.2961457], [465.0, 0.3089228], [466.0, 0.3214598], [467.0, 0.3341169], [468.0, 0.3467365], [469.0, 0.3592342], [470.0, 0.3722278], [471.0, 0.385001], [472.0, 0.3971856], [473.0, 0.4106714], [474.0, 0.4249229], [475.0, 0.4388594], [476.0, 0.4545262], [477.0, 0.4709036], [478.0, 0.4893282], [479.0, 0.5082055], [480.0, 0.5297225], [481.0, 0.5521037], [482.0, 0.5768272], [483.0, 0.6024937], [484.0, 0.6296581], [485.0, 0.6589091], [486.0, 0.6891837], [487.0, 0.7198539], [488.0, 0.75178], [489.0, 0.7845742], [490.0, 0.8170357], [491.0, 0.8490798], [492.0, 0.8799863], [493.0, 0.9081133], [494.0, 0.933959], [495.0, 0.9560251], [496.0, 0.9751189], [497.0, 0.9882898], [498.0, 0.9976005], [499.0, 0.9999999], [500.0, 0.9982107], [501.0, 0.9893703], [502.0, 0.9745698], [503.0, 0.9545901], [504.0, 0.9286658], [505.0, 0.8975822], [506.0, 0.8618768], [507.0, 0.8214233], [508.0, 0.7789071], [509.0, 0.7331999], [510.0, 0.6856995], [511.0, 0.6371205], [512.0, 0.5892678], [513.0, 0.5398186], [514.0, 0.4936607], [515.0, 0.4472449], [516.0, 0.4045279], [517.0, 0.3623442], [518.0, 0.3232904], [519.0, 0.2876244], [520.0, 0.2534897], [521.0, 0.2227624], [522.0, 0.1951668], [523.0, 0.1712286], [524.0, 0.1491428], [525.0, 0.129736], [526.0, 0.1125101], [527.0, 0.09751263], [528.0, 0.08471581], [529.0, 0.07326148], [530.0, 0.06410823], [531.0, 0.05544711], [532.0, 0.04832137], [533.0, 0.04229597], [534.0, 0.03715835], [535.0, 0.0326526], [536.0, 0.02883186], [537.0, 0.02564299], [538.0, 0.02333992], [539.0, 0.02066481], [540.0, 0.01875543], [541.0, 0.01635197], [542.0, 0.01599962], [543.0, 0.0143855], [544.0, 0.01336191], [545.0, 0.01231667], [546.0, 0.01192495], [547.0, 0.01066318], [548.0, 0.01082066], [549.0, 0.009974229], [550.0, 0.009738014], [551.0, 0.009364013], [552.0, 0.009011661], [553.0, 0.008539238], [554.0, 0.008556954], [555.0, 0.008222318], [556.0, 0.008123897], [557.0, 0.007887682], [558.0, 0.008123897], [559.0, 0.007929022], [560.0, 0.007651471], [561.0, 0.007869968], [562.0, 0.007633757], [563.0, 0.007710524], [564.0, 0.007415259], [565.0, 0.007808946], [566.0, 0.007358175], [567.0, 0.007456596], [568.0, 0.007198731], [569.0, 0.006885749], [570.0, 0.006962519], [571.0, 0.006962519], [572.0, 0.006688905], [573.0, 0.006529461], [574.0, 0.006057036], [575.0, 0.005744057], [576.0, 0.005763739], [577.0, 0.00607869], [578.0, 0.005704686], [579.0, 0.005683034], [580.0, 0.005055102], [581.0, 0.00544682], [582.0, 0.005192892], [583.0, 0.005407452], [584.0, 0.005055102], [585.0, 0.004996049], [586.0, 0.004582677], [587.0, 0.005133841], [588.0, 0.004462603], [589.0, 0.005072818], [590.0, 0.004307094], [591.0, 0.004661415], [592.0, 0.004385833], [593.0, 0.004385833], [594.0, 0.004167335], [595.0, 0.004364179], [596.0, 0.003972461], [597.0, 0.004127967], [598.0, 0.003990177], [599.0, 0.003753965], [600.0, 0.003931124], [601.0, 0.003972461], [602.0, 0.004070882], [603.0, 0.003616173], [604.0, 0.003834671], [605.0, 0.003714595], [606.0, 0.003913407], [607.0, 0.003539406], [608.0, 0.003440984], [609.0, 0.003303192], [610.0, 0.003539406], [611.0, 0.003104379], [612.0, 0.003320908], [613.0, 0.00314375], [614.0, 0.002830769], [615.0, 0.002830769], [616.0, 0.003165402], [617.0, 0.003281538], [618.0, 0.002791398], [619.0, 0.002809114], [620.0, 0.002791398], [621.0, 0.002907536], [622.0, 0.002631956], [623.0, 0.002631956], [624.0, 0.002631956], [625.0, 0.002122131], [626.0, 0.002474478], [627.0, 0.002474478], [628.0, 0.002612271], [629.0, 0.002257952], [630.0, 0.002220553], [631.0, 0.002061109], [632.0, 0.001864263], [633.0, 0.002061109], [634.0, 0.001824896], [635.0, 0.001765841], [636.0, 0.002002054], [637.0, 0.001864263], [638.0, 0.001687106], [639.0, 0.001748127], [640.0, 0.001687106], [641.0, 0.001765841], [642.0, 0.001628051], [643.0, 0.001511914], [644.0, 0.001175311], [645.0, 0.001098542], [646.0, 0.001254047], [647.0, 0.001017836], [648.0, 0.001313102], [649.0, 0.001196964], [650.0, 0.001275702], [651.0, 0.000919], [652.0, 0.000841], [653.0, 0.000902], [654.0, 0.000725], [655.0, 0.000862], [656.0, 0.000506], [657.0, 0.000644], [658.0, 0.000488], [659.0, 0.000447], [660.0, 0.000528], [661.0, 0.000447], [662.0, 0.000291], [663.0, 0.000567], [664.0, 0.000467], [665.0, 5.53e-05], [666.0, 3.36e-05], [667.0, 0.000252], [668.0, -0.00022], [669.0, -6.48e-05], [670.0, 0.000171], [671.0, 0.000213], [672.0, -6.48e-05], [673.0, -5.75e-06], [674.0, -0.000634], [675.0, 7.3e-05]]",499,"[[475.0, 0.00979202], [476.0, 0.007017655], [477.0, 0.004852089], [478.0, 0.004840133], [479.0, 0.005698063], [480.0, 0.007110866], [481.0, 0.00860956], [482.0, 0.01069875], [483.0, 0.01345994], [484.0, 0.01668182], [485.0, 0.02103955], [486.0, 0.02581697], [487.0, 0.03224486], [488.0, 0.03944527], [489.0, 0.04848526], [490.0, 0.05912594], [491.0, 0.07095542], [492.0, 0.08524304], [493.0, 0.1020722], [494.0, 0.1218995], [495.0, 0.1454477], [496.0, 0.1712979], [497.0, 0.2015777], [498.0, 0.2353367], [499.0, 0.2722775], [500.0, 0.3125619], [501.0, 0.3550921], [502.0, 0.4004907], [503.0, 0.4465386], [504.0, 0.4965947], [505.0, 0.5446586], [506.0, 0.5960864], [507.0, 0.6462728], [508.0, 0.6977808], [509.0, 0.742916], [510.0, 0.7911359], [511.0, 0.8307986], [512.0, 0.8677189], [513.0, 0.9017967], [514.0, 0.9287098], [515.0, 0.9506226], [516.0, 0.9695232], [517.0, 0.9843452], [518.0, 0.9946811], [519.0, 0.9982077], [520.0, 0.9993675], [521.0, 0.9961855], [522.0, 0.9858117], [523.0, 0.9727509], [524.0, 0.9598027], [525.0, 0.9428366], [526.0, 0.9225999], [527.0, 0.9039438], [528.0, 0.8815095], [529.0, 0.8596471], [530.0, 0.833491], [531.0, 0.8076096], [532.0, 0.782592], [533.0, 0.7545985], [534.0, 0.7262863], [535.0, 0.700626], [536.0, 0.6764776], [537.0, 0.6506199], [538.0, 0.6291389], [539.0, 0.6053472], [540.0, 0.583782], [541.0, 0.5618806], [542.0, 0.5414721], [543.0, 0.5226948], [544.0, 0.5057441], [545.0, 0.489867], [546.0, 0.4720159], [547.0, 0.4573164], [548.0, 0.4416367], [549.0, 0.4274208], [550.0, 0.4127572], [551.0, 0.400446], [552.0, 0.3873765], [553.0, 0.3765509], [554.0, 0.3646091], [555.0, 0.3537452], [556.0, 0.3430606], [557.0, 0.332388], [558.0, 0.3229171], [559.0, 0.3138754], [560.0, 0.3029636], [561.0, 0.2928731], [562.0, 0.2836565], [563.0, 0.2750599], [564.0, 0.2658718], [565.0, 0.2579486], [566.0, 0.2507528], [567.0, 0.2425486], [568.0, 0.2329783], [569.0, 0.224909], [570.0, 0.2194921], [571.0, 0.2106648], [572.0, 0.2030616], [573.0, 0.1948712], [574.0, 0.1880446], [575.0, 0.1815909], [576.0, 0.1739656], [577.0, 0.1672586], [578.0, 0.1613629], [579.0, 0.1549738], [580.0, 0.1492194], [581.0, 0.1426831], [582.0, 0.1358558], [583.0, 0.129392], [584.0, 0.1252339], [585.0, 0.1193687], [586.0, 0.1155976], [587.0, 0.111366], [588.0, 0.1064905], [589.0, 0.1029346], [590.0, 0.09893942], [591.0, 0.09468491], [592.0, 0.09108702], [593.0, 0.08730515], [594.0, 0.08403642], [595.0, 0.08075037], [596.0, 0.07736989], [597.0, 0.07423903], [598.0, 0.07204468], [599.0, 0.06877082], [600.0, 0.06693296], [601.0, 0.06419983], [602.0, 0.062086], [603.0, 0.06008928], [604.0, 0.05747986], [605.0, 0.05592822], [606.0, 0.05389613], [607.0, 0.05110127], [608.0, 0.05009059], [609.0, 0.04797871], [610.0, 0.04645317], [611.0, 0.04523728], [612.0, 0.04332036], [613.0, 0.04204493], [614.0, 0.0405372], [615.0, 0.03892725], [616.0, 0.0378197], [617.0, 0.03636761], [618.0, 0.03573026], [619.0, 0.03407589], [620.0, 0.03304398], [621.0, 0.03133739], [622.0, 0.03049361], [623.0, 0.0289671], [624.0, 0.02794667], [625.0, 0.02688767], [626.0, 0.02586186], [627.0, 0.02439099], [628.0, 0.02394738], [629.0, 0.02279786], [630.0, 0.02167665], [631.0, 0.02108932], [632.0, 0.02040317], [633.0, 0.01971288], [634.0, 0.01924316], [635.0, 0.01859947], [636.0, 0.01827836], [637.0, 0.01693558], [638.0, 0.01673745], [639.0, 0.01584877], [640.0, 0.01559769], [641.0, 0.01494936], [642.0, 0.01449404], [643.0, 0.01420807], [644.0, 0.01387061], [645.0, 0.01312907], [646.0, 0.01256346], [647.0, 0.01215865], [648.0, 0.01184193], [649.0, 0.01170284], [650.0, 0.01102231], [651.0, 0.01063897], [652.0, 0.01056992], [653.0, 0.01010972], [654.0, 0.009797145], [655.0, 0.009391603], [656.0, 0.009019005], [657.0, 0.008845759], [658.0, 0.008243549], [659.0, 0.008167662], [660.0, 0.007988073], [661.0, 0.007606689], [662.0, 0.00729558], [663.0, 0.007169916], [664.0, 0.007080365], [665.0, 0.006980078], [666.0, 0.006610407], [667.0, 0.006739731], [668.0, 0.006196326], [669.0, 0.006103847], [670.0, 0.006104335], [671.0, 0.006017713], [672.0, 0.00555727], [673.0, 0.005344008], [674.0, 0.005249089], [675.0, 0.005088044]]",520
